post_id,text,post_text,shared_text,time,image,likes,comments,shares,post_url,link,Date,Time
1.02E+16,"Treasury Secretary Steven Mnuchin said that he would ask Congress to reinstate powers that were scaled back by the 2010 Dodd-Frank Act as the coronavirus threatens to grind business activity in the U.S. to a halt.
NYTIMES.COM
White House Seeks Financial Crisis-Era Powers to Buttress Economy",Treasury Secretary Steven Mnuchin said that he would ask Congress to reinstate powers that were scaled back by the 2010 Dodd-Frank Act as the coronavirus threatens to grind business activity in the U.S. to a halt.,"NYTIMES.COM
White House Seeks Financial Crisis-Era Powers to Buttress Economy",16-03-2020 03:25,https://external.fstv6-1.fna.fbcdn.net/safe_image.php?d=AQDK_gKsSDvcODmm&w=476&h=249&url=https%3A%2F%2Fstatic01.nyt.com%2Fimages%2F2020%2F03%2F15%2Fus%2Fpolitics%2F15dc-virus-tools-1%2Fmerlin_170459556_fe41e79f-ab63-4f1e-ae43-204183c5d910-facebookJumbo.jpg&cfs=1&jq=75&sx=0&sy=0&sw=1049&sh=549&ext=jpg&_nc_hash=AQAGtqDh44-0CVUI,308,558,300,https://m.facebook.com/story.php?story_fbid=10152230887934999&id=5281959998,https://nyti.ms/2w8Khc3,16-03-2020,03:25:08
1.02E+16,"As the coronavirus continues to spread throughout the U.S., people with jobs that put them in physical contact with many others are at the greatest risk of becoming sick. https://nyti.ms/2QgpOZR","As the coronavirus continues to spread throughout the U.S., people with jobs that put them in physical contact with many others are at the greatest risk of becoming sick. https://nyti.ms/2QgpOZR",,16-03-2020 03:05,https://scontent.fstv6-1.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/89785911_10152230871479999_6826205872465641472_o.jpg?_nc_cat=1&_nc_sid=2d5d41&_nc_ohc=xF_IXGOuNSEAX8yYN_3&_nc_ht=scontent.fstv6-1.fna&_nc_tp=14&oh=4f1ea832fd436d78d26ce6cf57806581&oe=5E96C482,917,180,0,,https://nyti.ms/2QgpOZR,16-03-2020,03:05:02
1.02E+16,"Breaking News: All public schools in New York City, Long Island and Westchester will shut down, Gov. Andrew Cuomo said, after pressure from teachers and parents.
NYTIMES.COM
New York City schools will close this week, Cuomo says","Breaking News: All public schools in New York City, Long Island and Westchester will shut down, Gov. Andrew Cuomo said, after pressure from teachers and parents.","NYTIMES.COM
New York City schools will close this week, Cuomo says",16-03-2020 02:49,https://external.fstv6-1.fna.fbcdn.net/safe_image.php?d=AQCM6J5lw_BERP5H&w=476&h=249&url=https%3A%2F%2Fs3.amazonaws.com%2Fprod-cust-photo-posts-jfaikqealaka%2Fc2de60a4-ec67-28d6-b997-519b7003a048.png&cfs=1&jq=75&ext=jpg&_nc_hash=AQAZMxEbycqYNAVF,5919,310,2502,https://m.facebook.com/story.php?story_fbid=10152230856464999&id=5281959998,https://nyti.ms/38OZNah,16-03-2020,02:49:32
1.02E+16,"By the time Ni Gusti Ayu Raka Rasmi died in 2018, she was known as one of the greatest Balinese teachers and performers of her generation.
NYTIMES.COM
Overlooked No More: Ni Gusti Ayu Raka Rasmi, Balinese Dancer","By the time Ni Gusti Ayu Raka Rasmi died in 2018, she was known as one of the greatest Balinese teachers and performers of her generation.","NYTIMES.COM
Overlooked No More: Ni Gusti Ayu Raka Rasmi, Balinese Dancer",16-03-2020 02:40,https://external.fstv6-1.fna.fbcdn.net/safe_image.php?d=AQABqCmWB6E-wJZP&w=476&h=249&url=https%3A%2F%2Fstatic01.nyt.com%2Fimages%2F2020%2F03%2F16%2Flens%2F16overlooked-rasmi%2F00overlooked-rasmi-facebookJumbo.jpg&cfs=1&jq=75&sx=0&sy=0&sw=1050&sh=549&ext=jpg&_nc_hash=AQDevhceVno_MlbU,193,5,35,https://m.facebook.com/story.php?story_fbid=10152230846054999&id=5281959998,https://nyti.ms/3aYbM74,16-03-2020,02:40:06
1.02E+16,"Breaking News: The U.S. Federal Reserve slashed interest rates to near zero and said it would buy government debt to shore up the economy amid the coronavirus crisis.
NYTIMES.COM
Coronavirus Live Updates: Fed Slashes Rates to Near-Zero; New Restrictions on International Travel Brings Chaos",Breaking News: The U.S. Federal Reserve slashed interest rates to near zero and said it would buy government debt to shore up the economy amid the coronavirus crisis.,"NYTIMES.COM
Coronavirus Live Updates: Fed Slashes Rates to Near-Zero; New Restrictions on International Travel Brings Chaos",16-03-2020 02:35,https://external.fstv6-1.fna.fbcdn.net/safe_image.php?d=AQDr0s8b7c710VRa&w=476&h=249&url=https%3A%2F%2Fwww.nytimes.com%2Fnewsgraphics%2F2020%2F03%2F04%2Fcorona-virus-social-images%2Fassets%2Fpromo.jpg%3Fu%3D1584306241766&cfs=1&jq=75&ext=jpg&_nc_hash=AQCpWwEn1C11x3lj,743,208,727,https://m.facebook.com/story.php?story_fbid=10152230840754999&id=5281959998,https://nyti.ms/3d1yQn5,16-03-2020,02:35:25
1.02E+16,"How to hold a Democratic debate in the age of social distancing:
—The candidates’ lecterns at tonight's debate will be placed 6 feet apart, in line with CDC guidelines for keeping a safe distance from others.
—Whether they shake hands will be up to them.
NYTIMES.COM
How CNN Is Planning a Safe Debate (One Step: Six Feet Between the Lecterns)","How to hold a Democratic debate in the age of social distancing:
—The candidates’ lecterns at tonight's debate will be placed 6 feet apart, in line with CDC guidelines for keeping a safe distance from others.
—Whether they shake hands will be up to them.","NYTIMES.COM
How CNN Is Planning a Safe Debate (One Step: Six Feet Between the Lecterns)",16-03-2020 02:25,https://external.fstv6-1.fna.fbcdn.net/safe_image.php?d=AQCZPmcDLOwx7zkt&w=476&h=249&url=https%3A%2F%2Fstatic01.nyt.com%2Fimages%2F2020%2F03%2F15%2Fus%2Fpolitics%2F15DEBATE-CNN-01%2F15DEBATE-CNN-01-facebookJumbo.jpg&cfs=1&jq=75&sx=0&sy=0&sw=1050&sh=549&ext=jpg&_nc_hash=AQDX9BShorsxe941,309,108,38,https://m.facebook.com/story.php?story_fbid=10152230821649999&id=5281959998,https://nyti.ms/2U9nwgc,16-03-2020,02:25:05
1.02E+16,"“After being told my hair was ugly in myriad ways, I want my son to have a happy experience with his chaotic, singular, untamed curls,” Lizzie Skurnick writes for NYT Parenting.
PARENTING.NYTIMES.COM
Why Do Moms Obsess Over Their Kids’ Hair?","“After being told my hair was ugly in myriad ways, I want my son to have a happy experience with his chaotic, singular, untamed curls,” Lizzie Skurnick writes for NYT Parenting.","PARENTING.NYTIMES.COM
Why Do Moms Obsess Over Their Kids’ Hair?",16-03-2020 02:05,https://external.fstv6-1.fna.fbcdn.net/safe_image.php?d=AQDt9cgcVNyS5FTM&w=476&h=249&url=https%3A%2F%2Fstatic01.nyt.com%2Fimages%2F2020%2F03%2F06%2Fmultimedia%2F9parenting-lizzie-1%2F9parenting-lizzie-1-facebookJumbo.jpg&cfs=1&jq=75&sx=0&sy=0&sw=1050&sh=549&ext=jpg&_nc_hash=AQAJzXOIOoPcLb-i,171,24,32,https://m.facebook.com/story.php?story_fbid=10152230798419999&id=5281959998,https://nyti.ms/2QdZAXK,16-03-2020,02:05:05
1.02E+16,"Social distancing has some people avoiding gyms. Here are a few ways to stay fit at home instead.
NYTIMES.COM
Cardio boxing. Yoga. Jane Fonda YouTube videos. There are free ways to stay fit at home.",Social distancing has some people avoiding gyms. Here are a few ways to stay fit at home instead.,"NYTIMES.COM
Cardio boxing. Yoga. Jane Fonda YouTube videos. There are free ways to stay fit at home.",16-03-2020 01:55,https://external.fstv6-1.fna.fbcdn.net/safe_image.php?d=AQDDK1SGpFIrdFBJ&w=476&h=249&url=https%3A%2F%2Fs3.amazonaws.com%2Fprod-cust-photo-posts-jfaikqealaka%2Fc69e7599-fd3e-433e-b10f-f99a5fb9c35c.jpg&cfs=1&jq=75&ext=jpg&_nc_hash=AQDls9SieEj_AQRC,1737,257,705,https://m.facebook.com/story.php?story_fbid=10152230780914999&id=5281959998,https://nyti.ms/2TUdPn0,16-03-2020,01:55:10
1.02E+16,"His first attempt at a proposal, like their first few attempts at dating, didn’t stick.
NYTIMES.COM
A Leap Into Their First Marriage","His first attempt at a proposal, like their first few attempts at dating, didn’t stick.","NYTIMES.COM
A Leap Into Their First Marriage",16-03-2020 01:40,https://external.fstv6-1.fna.fbcdn.net/safe_image.php?d=AQCjiC-FRgMco1YZ&w=476&h=249&url=https%3A%2F%2Fstatic01.nyt.com%2Fimages%2F2020%2F03%2F15%2Ffashion%2F13Vows-NorthFork1%2F13Vows-NorthFork1-facebookJumbo.jpg&cfs=1&jq=75&sx=0&sy=0&sw=1050&sh=549&ext=jpg&_nc_hash=AQCA7VFZTz6_ZLS-,97,11,14,https://m.facebook.com/story.php?story_fbid=10152230761929999&id=5281959998,https://nyti.ms/2QdGr8k,16-03-2020,01:40:21
1.02E+16,"The coronavirus is not only spreading, but also infecting societies with a sense of insecurity, fear and fragmentation, @stevenerlanger writes about Europe’s response to a virus that respects no borders.
NYTIMES.COM
Europeans Erect Borders Against Coronavirus, but the Enemy Is Already Within","The coronavirus is not only spreading, but also infecting societies with a sense of insecurity, fear and fragmentation, @stevenerlanger writes about Europe’s response to a virus that respects no borders.","NYTIMES.COM
Europeans Erect Borders Against Coronavirus, but the Enemy Is Already Within",16-03-2020 01:25,https://external.fstv6-1.fna.fbcdn.net/safe_image.php?d=AQDdRVTCIETqN2a_&w=476&h=249&url=https%3A%2F%2Fstatic01.nyt.com%2Fimages%2F2020%2F03%2F15%2Fworld%2F15europe-virus07%2Fmerlin_170451621_5c9ecd2e-9c22-40a8-abd3-0d018e462023-facebookJumbo.jpg&cfs=1&jq=75&sx=0&sy=0&sw=1050&sh=549&ext=jpg&_nc_hash=AQDIyiscwGywxXC2,365,88,100,https://m.facebook.com/story.php?story_fbid=10152230745064999&id=5281959998,https://nyti.ms/2U494pE,16-03-2020,01:25:07
1.02E+16,"Elections officials in New York are considering plans to postpone the state's presidential primary from April 28 to June 23 because of the coronavirus outbreak.
NYTIMES.COM
New York Officials Weigh Delaying April Primary Election",Elections officials in New York are considering plans to postpone the state's presidential primary from April 28 to June 23 because of the coronavirus outbreak.,"NYTIMES.COM
New York Officials Weigh Delaying April Primary Election",16-03-2020 01:19,https://external.fstv6-1.fna.fbcdn.net/safe_image.php?d=AQB4AWn8UntyruYY&w=476&h=249&url=https%3A%2F%2Fstatic01.nyt.com%2Fimages%2F2020%2F03%2F15%2Fus%2Fpolitics%2F15virus-voting%2F15virus-voting-facebookJumbo.jpg&cfs=1&jq=75&ext=jpg&_nc_hash=AQDQl182Uap0902L,286,110,102,https://m.facebook.com/story.php?story_fbid=10152230736554999&id=5281959998,https://nyti.ms/33vAdX3,16-03-2020,01:19:27
1.02E+16,"Gov. Andrew Cuomo called for the closing of New York City's public schools to curb coronavirus, but only after a child-care plan is in place. The school system is the largest in the U.S. with more than 1.1 million students.
NYTIMES.COM
Cuomo Says N.Y.C. Schools Should be Closed: Live Updates","Gov. Andrew Cuomo called for the closing of New York City's public schools to curb coronavirus, but only after a child-care plan is in place. The school system is the largest in the U.S. with more than 1.1 million students.","NYTIMES.COM
Cuomo Says N.Y.C. Schools Should be Closed: Live Updates",16-03-2020 01:11,https://external.fstv6-1.fna.fbcdn.net/safe_image.php?d=AQDiTSfFw0Ev8Ddd&w=476&h=249&url=https%3A%2F%2Fwww.nytimes.com%2Fnewsgraphics%2F2020%2F03%2F04%2Fcorona-virus-social-images%2Fassets%2Fpromo.jpg%3Fu%3D1584300751976&cfs=1&jq=75&ext=jpg&_nc_hash=AQDUynnvMEHyMj-3,1416,139,515,https://m.facebook.com/story.php?story_fbid=10152230726864999&id=5281959998,https://nyti.ms/2QiwQNL,16-03-2020,01:11:21
1.02E+16,"We asked some of Sondheim’s admirers, including Barbra Streisand, James Corden and more, to reflect on the songs he wrote that stayed in their hearts.
NYTIMES.COM
Barbra Streisand, James Corden and More on Their Favorite Sondheim Song","We asked some of Sondheim’s admirers, including Barbra Streisand, James Corden and more, to reflect on the songs he wrote that stayed in their hearts.","NYTIMES.COM
Barbra Streisand, James Corden and More on Their Favorite Sondheim Song",16-03-2020 01:05,https://external.fstv6-1.fna.fbcdn.net/safe_image.php?d=AQCitp_fiStURgWl&w=476&h=249&url=https%3A%2F%2Fstatic01.nyt.com%2Fimages%2F2020%2F03%2F15%2Farts%2F15sondheim-cover-web%2F15sondheim-cover-web-facebookJumbo.jpg&cfs=1&jq=75&ext=jpg&_nc_hash=AQB0Z5uelLXDM_6U,173,16,60,https://m.facebook.com/story.php?story_fbid=10152230719474999&id=5281959998,https://nyti.ms/39QO4cL,16-03-2020,01:05:08
1.02E+16,"The latest on the coronavirus outbreak:
—Italy reported a staggering 368 deaths in one day, with its toll now 1,809.
—Germany closed some borders as Western Europe headed to a shutdown.
NYTIMES.COM
Coronavirus Live Updates: New Restrictions on International Travel Brings Chaos to Many Airports","The latest on the coronavirus outbreak:
—Italy reported a staggering 368 deaths in one day, with its toll now 1,809.
—Germany closed some borders as Western Europe headed to a shutdown.","NYTIMES.COM
Coronavirus Live Updates: New Restrictions on International Travel Brings Chaos to Many Airports",16-03-2020 01:00,https://external.fstv6-1.fna.fbcdn.net/safe_image.php?d=AQBsHzQ5ZN8r7QPo&w=476&h=249&url=https%3A%2F%2Fwww.nytimes.com%2Fnewsgraphics%2F2020%2F03%2F04%2Fcorona-virus-social-images%2Fassets%2Fpromo.jpg%3Fu%3D1584299282965&cfs=1&jq=75&ext=jpg&_nc_hash=AQCBBxwAiK-x8Wk1,400,87,254,https://m.facebook.com/story.php?story_fbid=10152230714914999&id=5281959998,https://nyti.ms/3d1j7og,16-03-2020,01:00:59
1.02E+16,"In interviews from all over the country last week, Americans questioned why the government’s handling of the coronavirus varied so widely depending on where they lived.
“Welcome to public health, American style,” Ellen Barry writes.
NYTIMES.COM
‘It’s Totally Ad Hoc’: Why America’s Virus Response Looks Like a Patchwork","In interviews from all over the country last week, Americans questioned why the government’s handling of the coronavirus varied so widely depending on where they lived.
“Welcome to public health, American style,” Ellen Barry writes.","NYTIMES.COM
‘It’s Totally Ad Hoc’: Why America’s Virus Response Looks Like a Patchwork",16-03-2020 00:55,https://external.fstv6-1.fna.fbcdn.net/safe_image.php?d=AQAveCh-w3zjgCN0&w=476&h=249&url=https%3A%2F%2Fstatic01.nyt.com%2Fimages%2F2020%2F03%2F13%2Fus%2F00virus-local01%2F00virus-local01-facebookJumbo.jpg&cfs=1&jq=75&sx=0&sy=0&sw=1050&sh=549&ext=jpg&_nc_hash=AQATHTG8Fw3y7Ibs,594,138,213,https://m.facebook.com/story.php?story_fbid=10152230708969999&id=5281959998,https://nyti.ms/2wbmnwt,16-03-2020,00:55:05
1.02E+16,"A comforting pan of potatoes and gooey cheese.
COOKING.NYTIMES.COM
Scalloped Potato Gratin Recipe",A comforting pan of potatoes and gooey cheese.,"COOKING.NYTIMES.COM
Scalloped Potato Gratin Recipe",16-03-2020 00:40,https://external.fstv6-1.fna.fbcdn.net/safe_image.php?d=AQDF4Lsv8g9T50Oz&w=476&h=249&url=https%3A%2F%2Fstatic01.nyt.com%2Fimages%2F2020%2F03%2F11%2Fdining%2F06apperex-gratin%2Fmerlin_169778982_31c411f1-f171-4a32-b9b9-dd8d19fe4f4d-articleLarge.jpg&cfs=1&jq=75&ext=jpg&_nc_hash=AQAAuHbd6qkfpXzR,356,50,104,https://m.facebook.com/story.php?story_fbid=10152230694284999&id=5281959998,https://nyti.ms/2IQsIQW,16-03-2020,00:40:08
1.02E+16,"The authorities said Colten Treu was high on an inhalant when he drove into a troop of Girl Scouts and parents who were cleaning the side of a road in Wisconsin. He was sentenced this week to 54 years in prison.
NYTIMES.COM
Man Sentenced to 54 Years for Crash That Killed 3 Girl Scouts and a Mother",The authorities said Colten Treu was high on an inhalant when he drove into a troop of Girl Scouts and parents who were cleaning the side of a road in Wisconsin. He was sentenced this week to 54 years in prison.,"NYTIMES.COM
Man Sentenced to 54 Years for Crash That Killed 3 Girl Scouts and a Mother",16-03-2020 00:25,https://external.fstv6-1.fna.fbcdn.net/safe_image.php?d=AQDFfl6vI4kj5-LH&w=476&h=249&url=https%3A%2F%2Fstatic01.nyt.com%2Fimages%2F2020%2F03%2F14%2Fus%2F14xp-wisconsin-pix%2F14xp-wisconsin-pix-facebookJumbo.jpg&cfs=1&jq=75&sx=0&sy=0&sw=1050&sh=549&ext=jpg&_nc_hash=AQDQFdTfjESfyhk4,1190,158,83,https://m.facebook.com/story.php?story_fbid=10152230680189999&id=5281959998,https://nyti.ms/2QjLjc5,16-03-2020,00:25:13
1.02E+16,"The U.S. is not running out of food.
The nation’s biggest retailers say the food supply chain remains intact and has been ramping up to meet the unprecedented stockpiling brought on by the coronavirus pandemic.
NYTIMES.COM
‘There Is Plenty of Food in the Country’","The U.S. is not running out of food.
The nation’s biggest retailers say the food supply chain remains intact and has been ramping up to meet the unprecedented stockpiling brought on by the coronavirus pandemic.","NYTIMES.COM
‘There Is Plenty of Food in the Country’",16-03-2020 00:05,https://external.fstv6-1.fna.fbcdn.net/safe_image.php?d=AQDLr8N4gdj6ARGY&w=476&h=249&url=https%3A%2F%2Fstatic01.nyt.com%2Fimages%2F2020%2F03%2F15%2Fbusiness%2F15virus-food%2F15virus-food-facebookJumbo.jpg&cfs=1&jq=75&sx=0&sy=0&sw=1050&sh=549&ext=jpg&_nc_hash=AQDUTbuH342IIU8Z,5494,360,2925,https://m.facebook.com/story.php?story_fbid=10152230660489999&id=5281959998,https://nyti.ms/3aTj3Vq,16-03-2020,00:05:06
1.02E+16,"As the 2020 U.S. census begins, officials are scrambling to protect census takers and citizens from the coronavirus, while completing an accurate population count.
NYTIMES.COM
How the Coronavirus Could Hurt the Accuracy of the 2020 Census","As the 2020 U.S. census begins, officials are scrambling to protect census takers and citizens from the coronavirus, while completing an accurate population count.","NYTIMES.COM
How the Coronavirus Could Hurt the Accuracy of the 2020 Census",15-03-2020 23:55,https://external.fstv6-1.fna.fbcdn.net/safe_image.php?d=AQDygtXozVbAzYRh&w=476&h=249&url=https%3A%2F%2Fstatic01.nyt.com%2Fimages%2F2020%2F03%2F14%2Fus%2F14VIRUS-CENSUS1%2F14VIRUS-CENSUS1-facebookJumbo.jpg&cfs=1&jq=75&ext=jpg&_nc_hash=AQC59t0_FUeFleIp,197,62,74,https://m.facebook.com/story.php?story_fbid=10152230650124999&id=5281959998,https://nyti.ms/2wXNdZ4,15-03-2020,23:55:10
1.02E+16,"We know that there are a lot of serious, scary, important, distressing things happening in the world. This is not about any of those things.
NYTIMES.COM
The Calm Place","We know that there are a lot of serious, scary, important, distressing things happening in the world. This is not about any of those things.","NYTIMES.COM
The Calm Place",15-03-2020 23:40,https://external.fstv6-1.fna.fbcdn.net/safe_image.php?d=AQBaNgp9SYHo0-eZ&w=476&h=249&url=https%3A%2F%2Fstatic01.nyt.com%2Fimages%2F2018%2F11%2F05%2Fstyle%2Fself-care%2F05calmplace-promo%2F05calmplace-promo-facebookJumbo.jpg&cfs=1&jq=75&ext=jpg&_nc_hash=AQCRHeXBBOEtAmg6,371,32,320,https://m.facebook.com/story.php?story_fbid=10152230629804999&id=5281959998,https://nyti.ms/3d2SQWj,15-03-2020,23:40:07
1.02E+16,"The Democratic debate between Joe Biden and Bernie Sanders is tonight. Here’s information on how to watch at home and what our journalists are watching for.
NYTIMES.COM
Sunday’s Democratic Debate: What Time It Is and What to Watch for",The Democratic debate between Joe Biden and Bernie Sanders is tonight. Here’s information on how to watch at home and what our journalists are watching for.,"NYTIMES.COM
Sunday’s Democratic Debate: What Time It Is and What to Watch for",15-03-2020 23:25,https://external.fstv6-1.fna.fbcdn.net/safe_image.php?d=AQAPNNJofriwriAP&w=476&h=249&url=https%3A%2F%2Fstatic01.nyt.com%2Fimages%2F2020%2F03%2F15%2Fus%2Fpolitics%2F15debate-briefing%2F15debate-briefing-facebookJumbo.jpg&cfs=1&jq=75&sx=0&sy=0&sw=1050&sh=549&ext=jpg&_nc_hash=AQArvberZXmlsUQb,508,267,89,https://m.facebook.com/story.php?story_fbid=10152230611899999&id=5281959998,https://nyti.ms/2xIxnSJ,15-03-2020,23:25:06
1.02E+16,"Prosecutors said Philip Righter forged documents for fake paintings he used as collateral for loans. He pleaded guilty to charges that he tried to sell more than $6 million in fake art, which he falsely claimed was created by the likes of Andy Warhol.
NYTIMES.COM
California Man Pleads Guilty in $6 Million Art Fraud Case","Prosecutors said Philip Righter forged documents for fake paintings he used as collateral for loans. He pleaded guilty to charges that he tried to sell more than $6 million in fake art, which he falsely claimed was created by the likes of Andy Warhol.","NYTIMES.COM
California Man Pleads Guilty in $6 Million Art Fraud Case",15-03-2020 23:05,https://external.fstv6-1.fna.fbcdn.net/safe_image.php?d=AQBSdbClg3-LIo5C&w=476&h=249&url=https%3A%2F%2Fstatic01.nyt.com%2Fimages%2F2020%2F03%2F13%2Farts%2F13xp-artfraud%2F13xp-artfraud-facebookJumbo.jpg&cfs=1&jq=75&sx=0&sy=0&sw=1049&sh=549&ext=jpg&_nc_hash=AQDGUXaUIDHt8-XW,116,17,46,https://m.facebook.com/story.php?story_fbid=10152230592034999&id=5281959998,https://nyti.ms/2U7fg0f,15-03-2020,23:05:10
1.02E+16,"""For decades, sports were a constant, part of the background noise of American culture, and maybe an unhealthy obsession,"" writes our sports reporter John Branch. ""Maybe this will be a reboot, a cleanse to slow or recalibrate our metabolism.""
NYTIMES.COM
Does Coronavirus Mean the End of Sports as We Know Them?","""For decades, sports were a constant, part of the background noise of American culture, and maybe an unhealthy obsession,"" writes our sports reporter John Branch. ""Maybe this will be a reboot, a cleanse to slow or recalibrate our metabolism.""","NYTIMES.COM
Does Coronavirus Mean the End of Sports as We Know Them?",15-03-2020 22:55,https://external.fstv6-1.fna.fbcdn.net/safe_image.php?d=AQCimZFl4xKegFlF&w=476&h=249&url=https%3A%2F%2Fstatic01.nyt.com%2Fimages%2F2020%2F03%2F14%2Fsports%2F14virus-branch-1%2Fmerlin_170482356_bfe98a8f-2590-405d-bbbc-9c36e09a4050-facebookJumbo.jpg&cfs=1&jq=75&ext=jpg&_nc_hash=AQAAop9WueOcxTwM,259,137,58,https://m.facebook.com/story.php?story_fbid=10152230581559999&id=5281959998,https://nyti.ms/2w8tvK8,15-03-2020,22:55:08
1.02E+16,"""From age 0 to age 5 we say, 'Parents, you’re on your own,'"" one education policy researcher explained. ""And then at age 5, we start child care and education, even though we know from child development how much happens from birth to age 5.""
NYTIMES.COM
Public School Is a Child’s Right. Should Preschool Be Also?","""From age 0 to age 5 we say, 'Parents, you’re on your own,'"" one education policy researcher explained. ""And then at age 5, we start child care and education, even though we know from child development how much happens from birth to age 5.""","NYTIMES.COM
Public School Is a Child’s Right. Should Preschool Be Also?",15-03-2020 22:40,https://external.fstv6-1.fna.fbcdn.net/safe_image.php?d=AQCx0CbF1zmEPrS0&w=476&h=249&url=https%3A%2F%2Fstatic01.nyt.com%2Fimages%2F2020%2F03%2F13%2Fupshot%2F13up-univeralchildcare%2F13up-univeralchildcare-facebookJumbo.jpg&cfs=1&jq=75&sx=0&sy=0&sw=1049&sh=549&ext=jpg&_nc_hash=AQCedTQFUsNC93O0,2671,346,298,https://m.facebook.com/story.php?story_fbid=10152230561739999&id=5281959998,https://nyti.ms/33ohInk,15-03-2020,22:40:28
1.02E+16,"As the coronavirus continues to spread throughout the U.S., people with jobs that put them in physical contact with many others are at the greatest risk of becoming sick.
NYTIMES.COM
The Workers Who Face the Greatest Coronavirus Risk","As the coronavirus continues to spread throughout the U.S., people with jobs that put them in physical contact with many others are at the greatest risk of becoming sick.","NYTIMES.COM
The Workers Who Face the Greatest Coronavirus Risk",15-03-2020 22:25,https://external.fstv6-1.fna.fbcdn.net/safe_image.php?d=AQAN8TC4S32vXQLw&w=476&h=249&url=https%3A%2F%2Fstatic01.nyt.com%2Fimages%2F2020%2F03%2F13%2Fus%2Fcoronavirusjobs-promo-1584127244584%2Fcoronavirusjobs-promo-1584127244584-facebookJumbo-v3.jpg&cfs=1&jq=75&ext=jpg&_nc_hash=AQABprZ-THmMtr_3,3083,481,6996,https://m.facebook.com/story.php?story_fbid=10152230544549999&id=5281959998,https://nyti.ms/3d2LEtm,15-03-2020,22:25:05
1.02E+16,"Not since the attacks of Sept. 11, 2001, has a crisis enveloped so much of the U.S. economy so quickly. As the coronavirus outbreak forces cancellations across the country, some economists say a “major recession” is likely.
NYTIMES.COM
Coronavirus Cost to Businesses and Workers: ‘It Has All Gone to Hell’","Not since the attacks of Sept. 11, 2001, has a crisis enveloped so much of the U.S. economy so quickly. As the coronavirus outbreak forces cancellations across the country, some economists say a “major recession” is likely.","NYTIMES.COM
Coronavirus Cost to Businesses and Workers: ‘It Has All Gone to Hell’",15-03-2020 22:05,https://external.fstv6-1.fna.fbcdn.net/safe_image.php?d=AQCEiLTwrwlFrkJM&w=476&h=249&url=https%3A%2F%2Fstatic01.nyt.com%2Fimages%2F2020%2F03%2F13%2Fbusiness%2Feconomy%2FoakImage-1584149725014%2FoakImage-1584149725014-facebookJumbo.jpg&cfs=1&jq=75&ext=jpg&_nc_hash=AQBxYKXhrZc2s9vu,1423,368,832,https://m.facebook.com/story.php?story_fbid=10152230508819999&id=5281959998,https://nyti.ms/2TRAnVh,15-03-2020,22:05:09
1.02E+16,"Sondheim is theater’s greatest songwriter, but he’s also one of its greatest playwrights. Jesse Green explains why.
NYTIMES.COM
It’s Not the Music. It’s Not the Lyrics. It’s the Drama.","Sondheim is theater’s greatest songwriter, but he’s also one of its greatest playwrights. Jesse Green explains why.","NYTIMES.COM
It’s Not the Music. It’s Not the Lyrics. It’s the Drama.",15-03-2020 21:55,https://external.fstv6-1.fna.fbcdn.net/safe_image.php?d=AQAYxP3FZ8TxzpSS&w=476&h=249&url=https%3A%2F%2Fstatic01.nyt.com%2Fimages%2F2020%2F03%2F15%2Farts%2F15SONDHEIM-1%2F15SONDHEIM-1-facebookJumbo.jpg&cfs=1&jq=75&sx=0&sy=0&sw=1050&sh=549&ext=jpg&_nc_hash=AQAi4EwB_tpYQ7KC,149,12,39,https://m.facebook.com/story.php?story_fbid=10152230498774999&id=5281959998,https://nyti.ms/2U8atvi,15-03-2020,21:55:06
1.02E+16,"This flexible stew can go in a number of directions, so tweak it as you see fit.
COOKING.NYTIMES.COM
Pasta e Ceci (Italian Pasta and Chickpea Stew) Recipe","This flexible stew can go in a number of directions, so tweak it as you see fit.","COOKING.NYTIMES.COM
Pasta e Ceci (Italian Pasta and Chickpea Stew) Recipe",15-03-2020 21:40,https://external.fstv6-1.fna.fbcdn.net/safe_image.php?d=AQBm8HKdAD7iILBw&w=476&h=249&url=https%3A%2F%2Fstatic01.nyt.com%2Fimages%2F2020%2F02%2F06%2Fdining%2Fch-pasta-e-ceci-soup%2Fch-pasta-e-ceci-soup-articleLarge.jpg&cfs=1&jq=75&ext=jpg&_nc_hash=AQCBWzvWJAs6ZBpG,386,44,144,https://m.facebook.com/story.php?story_fbid=10152230483389999&id=5281959998,https://nyti.ms/33iV7Zf,15-03-2020,21:40:26
